Partition,Algorithm,BlendWeight,BuildTime,TestTime,NUsers,NAttempted,NGood,Coverage,RMSE.ByUser,RMSE.ByRating,Predict.nDCG,TopN.nDCG,MAP,MRR
5,lucene,,0.62,27.434,172,860,829,0.963953488372093,0.7479222109086107,0.8382889405638403,0.9506868965183022,0.02732520254188935,0.036546108487884046,0.03690866583587246
